BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PRC_FULL_PAYMENT,TENURE,cluster,CUST_ID,BALANCE,PAYMENTS,MINIMUM_PAYMENTS
1.0,243.96,0.0,243.96,0.0,1.0,0.0,1.0,0.0,0.0,24.0,3000.0,0.4,12.0,0,C18605,41.479055,1146.784474,132.697082
0.727273,0.0,0.0,0.0,2706.493856,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,0.0,12.0,1,C15329,1964.369476,636.224436,675.460542
1.0,181.5,0.0,181.5,0.0,0.833333,0.0,0.833333,0.0,0.0,11.0,500.0,0.0,12.0,0,C16791,540.157857,246.839723,669.292383
1.0,9661.37,9661.37,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,12.0,8500.0,0.0,12.0,1,C11419,2792.534256,6000.763458,682.274622
0.75,81.2,81.2,0.0,419.341394,0.125,0.125,0.0,0.25,7.0,1.0,500.0,0.0,8.0,1,C19121,331.070135,116.761487,205.065526
1.0,1307.39,84.45,1222.94,1836.893684,1.0,0.166667,1.0,0.25,3.0,66.0,8500.0,0.0,12.0,0,C14710,7789.190958,2072.817061,2983.977594
1.0,394.8,44.8,350.0,0.0,1.0,0.1,0.9,0.0,0.0,11.0,1000.0,1.0,10.0,0,C19050,28.277795,351.266319,144.369426
1.0,776.89,698.99,77.9,0.0,0.166667,0.083333,0.083333,0.0,0.0,2.0,1500.0,0.0,12.0,1,C10757,660.397749,487.294072,215.007957
1.0,3393.25,3364.59,77.66,0.0,0.25,0.25,0.083333,0.0,0.0,5.0,9000.0,0.0,12.0,1,C10940,939.152528,2768.821579,267.093439
1.0,2123.43,0.0,2123.43,424.95317,0.583333,0.0,0.583333,0.083333,1.0,7.0,7500.0,0.166667,12.0,1,C17424,231.593057,2812.54066,2399.605979
0.818182,531.5,0.0,531.5,0.0,0.75,0.0,0.5,0.0,0.0,15.0,4000.0,1.0,12.0,0,C16537,46.000465,544.460735,159.519007
1.0,616.95,452.88,164.07,109.299409,0.833333,0.333333,0.666667,0.166667,4.0,15.0,2000.0,0.0,12.0,0,C17064,1592.221829,522.169095,388.683266
1.0,721.78,223.53,498.25,152.51189,1.0,0.166667,0.916667,0.083333,2.0,48.0,1500.0,0.0,12.0,0,C16793,779.431874,796.646284,211.487323
1.0,2448.6,0.0,2448.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1700.0,0.0,12.0,0,C10591,3457.086184,227.514473,38512.12477
0.636364,599.0,0.0,599.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,1000.0,1.0,12.0,1,C18866,70.162707,1007.348156,139.86007
1.0,0.0,0.0,0.0,2007.044461,0.0,0.0,0.0,0.666667,11.0,0.0,5000.0,0.0,12.0,1,C12674,4413.803457,1305.912583,1423.184018
1.0,300.1,0.0,300.1,955.742173,0.333333,0.0,0.25,0.083333,1.0,9.0,6000.0,0.0,12.0,1,C16670,4021.881912,1120.837531,1243.924125
0.454545,1138.85,0.0,1138.85,4044.377495,0.416667,0.0,0.333333,0.25,6.0,5.0,4500.0,0.0,12.0,1,C12153,1681.16287,3763.240294,1818.174017
1.0,4748.5,1845.75,2902.75,0.0,1.0,1.0,1.0,0.0,0.0,82.0,12000.0,0.583333,12.0,0,C11670,502.653982,4517.823754,205.244926
0.833333,1151.64,365.0,786.64,0.0,0.833333,0.166667,0.5,0.0,0.0,8.0,2000.0,1.0,6.0,0,C18281,118.918332,891.287913,70.63746
1.0,149.71,0.0,149.71,0.0,0.916667,0.0,0.916667,0.0,0.0,11.0,1500.0,0.166667,12.0,0,C15502,21.409828,141.974905,150.500248
1.0,1704.95,1141.55,563.4,0.0,0.583333,0.25,0.333333,0.0,0.0,9.0,8000.0,0.0,12.0,1,C12796,5901.592192,1886.692272,1474.409318
1.0,70.0,0.0,70.0,0.0,0.5,0.0,0.416667,0.0,0.0,6.0,1000.0,0.0,12.0,1,C14823,268.797746,105.954038,229.157988
1.0,664.05,664.05,0.0,0.0,0.2,0.2,0.0,0.0,0.0,5.0,7500.0,0.0,10.0,1,C12687,210.870503,728.19268,140.348508
1.0,1433.2,487.74,945.46,254.450638,0.666667,0.416667,0.583333,0.166667,3.0,33.0,7000.0,0.0,12.0,0,C13089,2380.291402,1877.023036,616.430163
1.0,509.55,509.55,0.0,696.126211,0.25,0.25,0.0,0.166667,4.0,6.0,2500.0,0.1,12.0,1,C18645,510.339352,1346.043822,194.915188
1.0,117.0,117.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1200.0,0.0,12.0,1,C15919,1139.691004,492.089429,437.099794
1.0,1829.2,1792.7,36.5,0.0,1.0,1.0,0.083333,0.0,0.0,17.0,7000.0,0.0,12.0,0,C10230,3061.213971,971.234118,985.954762
1.0,1058.58,0.0,1058.58,0.0,1.0,0.0,1.0,0.0,0.0,16.0,6000.0,0.0,12.0,0,C16550,2054.983361,461.980524,439.448245
1.0,160.0,160.0,0.0,3095.18013,0.083333,0.083333,0.0,0.25,7.0,3.0,9500.0,0.0,12.0,1,C15647,2594.878719,851.52967,596.332001
0.909091,0.0,0.0,0.0,154.550357,0.0,0.0,0.0,0.090909,1.0,0.0,4000.0,0.0,11.0,1,C14903,1540.879308,720.558343,334.635642
1.0,0.0,0.0,0.0,1527.089071,0.0,0.0,0.0,0.428571,4.0,0.0,2000.0,0.0,7.0,1,C12907,1589.083369,287.350882,411.733393
1.0,1702.42,725.0,977.42,0.0,0.916667,0.083333,0.833333,0.0,0.0,12.0,7300.0,0.25,12.0,0,C11621,223.818492,1913.220366,208.079912
1.0,641.0,641.0,0.0,913.146344,0.916667,0.916667,0.0,0.083333,1.0,12.0,1800.0,0.0,12.0,0,C17532,784.627873,1657.991354,288.038151
1.0,797.27,482.31,314.96,180.115216,0.75,0.333333,0.583333,0.083333,1.0,12.0,6000.0,0.0,12.0,0,C14727,1150.724569,1177.010626,261.521082
1.0,1614.27,1193.06,421.21,588.059618,0.916667,0.916667,0.75,0.083333,1.0,56.0,7500.0,0.0,12.0,0,C14402,4709.342642,1276.0373,1207.45351
1.0,43.0,43.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1500.0,0.0,12.0,1,C14422,1281.936062,298.266234,287.394907
1.0,738.65,0.0,738.65,109.368455,0.833333,0.0,0.833333,0.083333,1.0,16.0,7500.0,0.166667,12.0,0,C14781,158.878732,899.2372,170.492035
0.454545,24.64,24.64,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1800.0,0.0,12.0,1,C10610,0.327199,45.640106,26.849523
1.0,0.0,0.0,0.0,3118.050456,0.0,0.0,0.0,0.083333,2.0,0.0,7500.0,0.0,12.0,1,C10606,7088.358802,4539.526102,2183.319473
1.0,0.0,0.0,0.0,509.023801,0.0,0.0,0.0,0.333333,4.0,0.0,3000.0,0.0,12.0,1,C10124,2662.629852,932.418855,709.207016
1.0,205.0,205.0,0.0,4548.057776,0.090909,0.090909,0.0,0.545455,7.0,1.0,10500.0,0.0,11.0,1,C14264,3447.674222,665.239171,817.844662
0.727273,47.79,47.79,0.0,0.0,0.25,0.083333,0.0,0.0,0.0,1.0,1200.0,0.0,12.0,1,C17050,14.04272,62.177249,187.682034
1.0,270.97,107.15,163.82,0.0,0.333333,0.333333,0.25,0.0,0.0,7.0,10000.0,0.083333,12.0,1,C12322,462.916347,1293.523382,181.597864
0.833333,0.0,0.0,0.0,7013.528326,0.0,0.0,0.0,0.666667,13.0,0.0,7000.0,0.0,6.0,1,C12605,4424.767314,864.1411,983.378772
1.0,3709.71,2420.76,1288.95,2379.462062,1.0,0.666667,1.0,0.833333,47.0,79.0,8500.0,0.0,12.0,0,C14055,8260.825897,6847.476495,7793.867173
1.0,148.0,148.0,0.0,3521.786884,0.083333,0.083333,0.0,0.416667,8.0,1.0,6100.0,0.0,12.0,1,C16930,1728.948802,2441.612338,453.517757
1.0,1106.4,0.0,1106.4,440.972634,1.0,0.0,1.0,0.083333,1.0,12.0,2500.0,1.0,12.0,0,C11696,86.905609,1538.001397,186.726083
1.0,1555.66,1023.9,531.76,0.0,1.0,0.25,1.0,0.0,0.0,26.0,3500.0,0.0,12.0,0,C11073,328.242971,1052.275904,206.423078
1.0,202.72,0.0,202.72,988.076605,0.583333,0.0,0.583333,0.083333,1.0,9.0,4500.0,0.0,12.0,1,C17753,3025.373271,3989.645744,884.183626
1.0,258.91,0.0,258.91,0.0,1.0,0.0,1.0,0.0,0.0,21.0,5000.0,0.75,12.0,0,C17801,28.497217,247.067092,162.594517
1.0,1490.63,1411.88,78.75,5411.208676,0.416667,0.333333,0.166667,0.333333,10.0,19.0,5250.0,0.166667,12.0,1,C16501,1428.265873,4644.297034,456.049907
1.0,1000.55,0.0,1000.55,1490.239239,1.0,0.0,1.0,0.333333,6.0,35.0,8000.0,0.0,12.0,0,C16557,7803.071972,3478.320794,2722.218432
0.545455,863.97,114.0,749.97,0.0,0.416667,0.083333,0.416667,0.0,0.0,9.0,7000.0,0.363636,12.0,1,C15856,97.064177,1384.018459,103.701385
1.0,3603.0,1990.05,1612.95,0.0,1.0,1.0,1.0,0.0,0.0,44.0,6000.0,1.0,12.0,0,C14962,344.532447,2912.826118,186.295633
1.0,0.0,0.0,0.0,914.794214,0.0,0.0,0.0,0.083333,1.0,0.0,6500.0,0.0,12.0,1,C12216,1441.679257,568.212802,308.89183
1.0,2094.38,2094.38,0.0,0.0,0.416667,0.416667,0.0,0.0,0.0,17.0,4500.0,0.0,12.0,1,C10617,1642.024936,576.699993,556.378998
1.0,185.98,55.0,130.98,0.0,0.416667,0.083333,0.333333,0.0,0.0,9.0,3000.0,0.0,12.0,1,C11602,2945.285382,1009.97564,1102.79511
1.0,677.68,655.68,22.0,0.0,1.0,1.0,0.083333,0.0,0.0,14.0,3000.0,0.272727,12.0,0,C15039,99.643727,809.678399,148.487769
0.444444,474.96,0.0,474.96,0.0,0.333333,0.0,0.222222,0.0,0.0,7.0,7500.0,1.0,9.0,1,C11520,27.694103,611.396021,81.113509
1.0,0.0,0.0,0.0,11657.31244,0.0,0.0,0.0,0.5,12.0,0.0,13000.0,0.0,12.0,1,C13878,7899.171076,1646.946937,2154.909881
1.0,0.0,0.0,0.0,335.056814,0.0,0.0,0.0,0.166667,2.0,0.0,1800.0,0.0,12.0,1,C14910,1669.128355,528.612762,607.334479
1.0,0.0,0.0,0.0,463.287959,0.0,0.0,0.0,0.083333,1.0,0.0,2500.0,0.0,12.0,1,C15156,390.008261,250.588485,205.177541
1.0,1347.7,0.0,1347.7,0.0,0.583333,0.0,0.583333,0.0,0.0,9.0,15500.0,0.0,12.0,1,C12559,11416.64736,2704.076105,2580.556298
0.909091,226.95,129.58,97.37,452.00913,0.545455,0.090909,0.454545,0.272727,8.0,9.0,1200.0,0.0,11.0,1,C16601,538.768762,946.649324,211.220001
1.0,10199.63,4585.44,5614.19,113.120409,1.0,0.916667,1.0,0.166667,2.0,131.0,15000.0,0.0,12.0,0,C13213,9753.114706,8292.65306,2296.958624
0.833333,173.6,0.0,173.6,0.0,0.5,0.0,0.333333,0.0,0.0,3.0,1500.0,0.333333,6.0,0,C19157,22.084372,209.452538,63.510706
0.272727,280.0,280.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,300.0,0.0,12.0,1,C16640,14.983682,304.243382,41.89984
1.0,10166.69,3300.0,6866.69,0.0,0.833333,0.333333,0.666667,0.0,0.0,45.0,14000.0,0.0,12.0,0,C14218,10116.70899,2190.466875,4253.469898
1.0,430.54,0.0,430.54,687.666124,1.0,0.0,1.0,0.166667,2.0,21.0,4000.0,0.0,12.0,0,C17803,1007.440908,1526.508633,286.221253
1.0,0.0,0.0,0.0,2546.081531,0.0,0.0,0.0,0.5,24.0,0.0,2500.0,0.0,12.0,1,C16158,1236.088709,1612.24135,438.47095
0.571429,133.0,133.0,0.0,0.0,0.142857,0.142857,0.0,0.0,0.0,1.0,3000.0,0.0,7.0,1,C17617,43.087983,189.248952,96.858626
0.727273,1225.79,0.0,1225.79,6560.352738,1.0,0.0,1.0,0.25,10.0,58.0,5100.0,0.0,12.0,0,C12648,3037.476732,7799.250959,1347.127384
0.272727,413.7,0.0,413.7,0.0,0.166667,0.0,0.166667,0.0,0.0,4.0,2500.0,0.0,12.0,1,C15549,44.586199,2271.738188,131.138844
1.0,476.16,0.0,476.16,0.0,1.0,0.0,1.0,0.0,0.0,48.0,2000.0,0.0,12.0,0,C12510,1961.322415,791.091826,768.758551
1.0,2434.7,931.7,1503.0,0.0,1.0,0.416667,1.0,0.0,0.0,27.0,4500.0,0.25,12.0,0,C11611,498.355964,4242.383449,245.295678
1.0,6141.58,5070.48,1071.1,1003.760024,1.0,0.916667,1.0,0.333333,6.0,92.0,13000.0,0.0,12.0,0,C14050,5643.992345,11514.83756,1494.575739
1.0,1013.61,631.13,382.48,0.0,0.5,0.25,0.416667,0.0,0.0,13.0,2500.0,0.0,12.0,1,C15138,858.857651,739.761292,257.745004
1.0,0.0,0.0,0.0,8603.045938,0.0,0.0,0.0,0.416667,10.0,0.0,11000.0,0.0,12.0,1,C10315,9261.310686,1933.413908,2576.552758
0.363636,0.0,0.0,0.0,3210.308898,0.0,0.0,0.0,0.083333,5.0,0.0,6000.0,0.0,12.0,1,C13204,972.283554,413.800076,1023.857832
0.9,55.52,0.0,55.52,0.0,0.4,0.0,0.3,0.0,0.0,4.0,4000.0,0.0,10.0,1,C11418,1064.037564,2427.690302,717.747014
0.272727,126.0,126.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,1000.0,0.0,11.0,1,C18638,18.908241,643.427524,81.346722
1.0,0.0,0.0,0.0,4354.657224,0.0,0.0,0.0,0.333333,19.0,0.0,3000.0,0.083333,12.0,1,C16148,2589.824766,3410.296105,992.707868
1.0,450.0,0.0,450.0,270.92481,0.5,0.0,0.5,0.25,4.0,6.0,1800.0,0.0,12.0,1,C17872,1587.706693,600.299728,1032.599236
1.0,960.0,0.0,960.0,958.069623,1.0,0.0,1.0,0.25,8.0,12.0,4500.0,0.0,12.0,0,C13249,4418.554352,1656.726415,2422.033266
1.0,225.0,0.0,225.0,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,0.166667,12.0,0,C10329,40.089221,325.578502,286.122587
1.0,111.54,111.54,0.0,3344.962624,0.083333,0.083333,0.0,0.333333,7.0,1.0,6500.0,0.0,12.0,1,C18179,5658.938986,1386.242232,1781.099062
1.0,0.0,0.0,0.0,346.81139,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,0.0,12.0,1,C10015,2772.772734,805.647974,989.962866
1.0,120.09,120.09,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2500.0,0.0,12.0,1,C15539,1022.71734,368.7253,410.924268
1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0.0,17.0,11000.0,0.0,12.0,0,C10080,1727.638449,2959.920544,623.656993
0.818182,0.0,0.0,0.0,2271.460329,0.0,0.0,0.0,0.272727,6.0,0.0,3000.0,0.111111,11.0,1,C18922,1189.934589,2423.466368,287.460527
1.0,1831.57,697.94,1133.63,1909.684135,1.0,0.583333,1.0,0.083333,1.0,61.0,8000.0,0.0,12.0,0,C14520,1403.574083,427.189102,325.34638
1.0,558.08,492.04,66.04,0.0,0.583333,0.416667,0.166667,0.0,0.0,12.0,8500.0,0.0,12.0,1,C12991,811.564879,694.594504,201.679842
1.0,1101.0,0.0,1101.0,0.0,1.0,0.0,1.0,0.0,0.0,21.0,7500.0,0.5,12.0,0,C15867,117.324773,1002.953582,178.537408
1.0,494.04,0.0,494.04,0.0,0.727273,0.0,0.727273,0.0,0.0,12.0,1000.0,0.0,11.0,0,C16970,1251.26572,179.372971,8411.177378
1.0,1008.3,1008.3,0.0,0.0,0.916667,0.916667,0.0,0.0,0.0,15.0,1200.0,0.0,12.0,0,C11533,1057.585071,1083.253347,416.746641
1.0,2443.2,0.0,2443.2,0.0,0.833333,0.0,0.833333,0.0,0.0,38.0,6000.0,0.0,12.0,0,C17118,2545.706139,6540.889639,2250.946034
1.0,5629.41,0.0,6229.41,0.0,0.916667,0.0,1.0,0.0,0.0,82.0,6000.0,0.833333,12.0,0,C17045,592.466798,5723.333315,187.963174
0.636364,157.45,0.0,157.45,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1000.0,0.0,12.0,1,C16041,26.96054,238.253379,116.450584
1.0,81.1,81.1,0.0,249.897384,0.083333,0.083333,0.0,0.25,5.0,1.0,1800.0,0.0,12.0,1,C13384,1455.180323,377.255832,587.838614
1.0,45.0,45.0,0.0,104.238064,0.083333,0.083333,0.0,0.083333,1.0,1.0,4500.0,0.0,12.0,1,C10093,4037.305658,1073.844885,968.941265
0.272727,588.05,588.05,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,5.0,9000.0,0.0,12.0,1,C11297,75.039332,707.386471,18.113017
0.9,0.0,0.0,0.0,7098.892954,0.0,0.0,0.0,0.3,13.0,0.0,8000.0,0.0,10.0,1,C15012,5911.506531,1156.310659,1880.717414
0.818182,140.75,0.0,140.75,0.0,0.416667,0.0,0.416667,0.0,0.0,5.0,1000.0,0.111111,12.0,1,C18449,51.08934,347.240071,238.811356
1.0,623.19,0.0,623.19,408.434019,1.0,0.0,0.916667,0.083333,1.0,26.0,2800.0,0.0,12.0,0,C14596,1817.618232,719.914581,867.218309
1.0,3629.8,50.0,3579.8,2538.561644,1.0,0.083333,1.0,0.166667,5.0,254.0,7500.0,0.083333,12.0,0,C12589,3891.346976,8259.411897,4725.470314
1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,0.0,12.0,1,C12392,900.482738,197.631228,214.62422
0.909091,0.0,0.0,0.0,4697.170219,0.0,0.0,0.0,0.333333,7.0,0.0,8000.0,0.090909,12.0,1,C15073,2342.724406,6049.990217,517.090852
0.272727,291.28,146.29,144.99,0.0,0.25,0.166667,0.166667,0.0,0.0,7.0,1000.0,0.0,12.0,1,C18653,22.493402,563.715318,168.008886
1.0,1594.0,1084.0,510.0,0.0,0.333333,0.25,0.166667,0.0,0.0,10.0,4500.0,0.090909,12.0,1,C11113,206.305547,1605.613993,119.213806
1.0,451.01,0.0,451.01,0.0,1.0,0.0,1.0,0.0,0.0,78.0,7500.0,0.666667,12.0,0,C12657,45.295495,481.372024,172.53607
0.090909,250.0,250.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1800.0,0.0,12.0,1,C12884,11.4334,1445.844749,84.417079
1.0,0.0,0.0,0.0,119.945758,0.0,0.0,0.0,0.083333,2.0,0.0,1500.0,0.0,12.0,1,C13451,1355.179528,338.541279,348.388563
0.909091,0.0,0.0,0.0,667.057963,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,0.0,12.0,1,C17940,448.808529,651.33864,192.140691
1.0,0.0,0.0,0.0,286.576749,0.0,0.0,0.0,0.083333,1.0,0.0,5000.0,0.0,12.0,1,C14114,4802.507595,986.609534,1852.577516
1.0,1593.29,214.2,1379.09,0.0,1.0,0.25,0.916667,0.0,0.0,36.0,7000.0,0.0,12.0,0,C12372,447.808002,1660.750541,188.340279
1.0,1823.23,1823.23,0.0,0.0,0.75,0.75,0.0,0.0,0.0,14.0,5750.0,0.0,12.0,1,C11777,5239.120768,2107.740768,2658.139243
1.0,356.8,356.8,0.0,1213.388649,0.5,0.5,0.0,0.416667,13.0,15.0,1200.0,0.166667,12.0,1,C18254,676.771001,2042.747509,600.434653
0.545455,735.69,85.5,650.19,0.0,0.5,0.083333,0.416667,0.0,0.0,16.0,3000.0,1.0,12.0,1,C11087,65.645186,1302.778971,140.751691
1.0,78.47,0.0,78.47,332.13781,0.5,0.0,0.416667,0.083333,2.0,7.0,8500.0,0.0,12.0,1,C12212,1777.440238,3799.466293,499.536689
0.818182,540.0,540.0,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,9.0,1800.0,0.285714,12.0,1,C15839,121.671833,238.201855,231.170968
0.545455,3197.42,3197.42,0.0,1668.819905,0.333333,0.333333,0.0,0.166667,2.0,6.0,6000.0,1.0,12.0,1,C13354,409.38122,5000.150942,204.042253
0.545455,2166.56,0.0,2166.56,0.0,0.666667,0.0,0.583333,0.0,0.0,16.0,3000.0,0.4,12.0,1,C14976,46.773238,1969.308069,100.53897
0.833333,0.0,0.0,0.0,36.558778,0.0,0.0,0.0,0.166667,2.0,0.0,500.0,0.25,6.0,1,C19189,13.457564,52.549959,55.755628
1.0,1178.31,1178.31,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,8.0,8500.0,0.0,12.0,1,C13793,2784.364948,4188.764712,776.323383
0.272727,87.3,0.0,87.3,0.0,0.083333,0.0,0.083333,0.0,0.0,1.0,8000.0,0.75,12.0,1,C12643,14.58126,669.767901,162.269258
1.0,3446.96,2831.62,615.34,0.0,1.0,1.0,0.333333,0.0,0.0,46.0,10500.0,1.0,12.0,0,C11270,341.467517,3273.239834,187.681228
1.0,65.6,0.0,112.6,0.0,0.4,0.0,0.3,0.0,0.0,5.0,5000.0,0.0,10.0,1,C16009,1613.502125,390.916581,426.142311
1.0,0.0,0.0,0.0,548.289216,0.0,0.0,0.0,0.166667,2.0,0.0,2000.0,0.0,12.0,1,C16746,1519.317855,456.098668,392.102723
1.0,155.32,0.0,155.32,713.751955,0.333333,0.0,0.25,0.166667,2.0,4.0,4500.0,0.0,12.0,1,C12889,2728.076143,630.56085,945.633907
0.857143,0.0,0.0,0.0,1563.920556,0.0,0.0,0.0,0.285714,9.0,0.0,1500.0,0.0,7.0,1,C16080,912.912728,212.084925,331.487123
1.0,6228.01,3454.7,2773.31,0.0,1.0,1.0,1.0,0.0,0.0,117.0,4500.0,1.0,12.0,0,C14059,592.416944,6052.32316,169.979797
1.0,0.0,0.0,0.0,3027.725404,0.0,0.0,0.0,0.5,7.0,0.0,9000.0,0.0,12.0,1,C13494,2158.754686,1392.104949,494.197293
1.0,1462.73,1100.23,362.5,0.0,0.666667,0.5,0.416667,0.0,0.0,26.0,6000.0,0.0,12.0,0,C12830,766.261051,202.561336,195.306688
1.0,1455.78,631.63,824.15,0.0,1.0,0.916667,0.916667,0.0,0.0,32.0,1500.0,0.916667,12.0,0,C17952,153.027262,1057.971559,167.104469
0.818182,520.65,112.0,408.65,0.0,0.818182,0.090909,0.636364,0.0,0.0,10.0,2000.0,0.333333,11.0,0,C18364,43.405954,515.760919,132.358795
1.0,1533.28,0.0,1533.28,2294.002357,1.0,0.0,0.916667,0.333333,8.0,20.0,1200.0,0.0,12.0,0,C11028,1268.352178,3363.275481,2639.29297
1.0,339.75,0.0,339.75,0.0,0.25,0.0,0.25,0.0,0.0,3.0,10500.0,0.0,12.0,1,C11854,6937.806466,2163.154746,3228.084937
1.0,7654.81,6984.29,670.52,0.0,0.666667,0.666667,0.333333,0.0,0.0,45.0,7000.0,0.0,12.0,0,C16935,3559.634883,2785.055072,783.737906
0.454545,1310.31,1310.31,0.0,1502.01432,0.083333,0.083333,0.0,0.083333,5.0,1.0,3500.0,0.0,12.0,1,C14369,1168.844004,272.821647,1227.013099
1.0,5787.66,5093.0,694.66,0.0,0.833333,0.666667,0.75,0.0,0.0,63.0,2700.0,0.583333,12.0,0,C11669,1034.555485,5651.220766,263.619684
0.833333,710.8,140.0,570.8,4620.069456,0.833333,0.166667,0.666667,0.166667,11.0,16.0,4900.0,0.0,6.0,0,C14828,4070.500764,364.205524,3231.905456
0.818182,83.2,83.2,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,6500.0,0.090909,12.0,1,C13789,284.510677,1033.94329,146.825436
0.818182,463.32,0.0,463.32,0.0,0.75,0.0,0.666667,0.0,0.0,9.0,6500.0,0.714286,12.0,1,C11196,42.366061,499.856766,179.524229
1.0,5428.77,3064.59,2364.18,2399.569867,1.0,0.5,1.0,0.166667,3.0,45.0,12500.0,0.083333,12.0,0,C11395,2153.498372,4059.3757,496.075078
1.0,9670.84,6701.08,2969.76,1896.204934,1.0,0.75,1.0,0.166667,2.0,88.0,17500.0,0.083333,12.0,0,C10735,13763.47358,24199.11108,3039.137305
1.0,220.7,0.0,220.7,400.571728,0.833333,0.0,0.75,0.25,7.0,12.0,3000.0,0.0,12.0,0,C17310,1470.825974,782.80657,393.153575
0.818182,114.0,0.0,114.0,0.0,0.666667,0.0,0.666667,0.0,0.0,8.0,4000.0,0.428571,12.0,1,C18276,8.80954,160.627029,86.700821
1.0,2380.55,1642.17,738.38,1697.660901,0.75,0.5,0.75,0.333333,7.0,41.0,5000.0,0.0,12.0,0,C10038,4047.480828,1617.894416,1541.141605
0.545455,280.04,0.0,280.04,0.0,0.5,0.0,0.5,0.0,0.0,6.0,2500.0,0.666667,12.0,1,C18762,24.719209,538.899429,140.502909
0.363636,490.6,0.0,490.6,0.0,0.272727,0.0,0.272727,0.0,0.0,3.0,18000.0,1.0,11.0,1,C10679,61.644247,1197.347043,131.19619
1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,0.0,12.0,0,C10020,3577.970933,1053.980464,12465.54938
1.0,478.32,198.0,280.32,157.20552,0.583333,0.083333,0.416667,0.083333,2.0,8.0,4000.0,0.0,12.0,1,C16594,1248.332959,1429.176523,360.158214
1.0,0.0,0.0,0.0,147.48527,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,0.083333,12.0,1,C14749,22.187914,182.533898,155.060934
1.0,0.0,0.0,0.0,3133.305504,0.0,0.0,0.0,0.166667,6.0,0.0,6000.0,0.0,12.0,1,C11757,2843.394382,680.388185,1076.334465
0.363636,1437.15,1399.8,37.35,0.0,0.333333,0.25,0.083333,0.0,0.0,4.0,2700.0,0.25,12.0,1,C15617,12.886661,2372.012083,98.767606
1.0,0.0,0.0,0.0,1547.268611,0.0,0.0,0.0,0.25,5.0,0.0,8000.0,0.0,12.0,1,C13047,2786.494499,837.844106,916.41672
1.0,1166.68,0.0,1166.68,0.0,1.0,0.0,1.0,0.0,0.0,12.0,3500.0,0.083333,12.0,0,C16121,237.198442,1014.549633,216.090433
1.0,566.12,396.51,169.61,493.409789,0.333333,0.25,0.25,0.416667,7.0,12.0,1500.0,0.0,12.0,1,C18003,477.903003,457.330803,210.151115
1.0,0.0,0.0,0.0,217.314696,0.0,0.0,0.0,0.333333,5.0,0.0,2250.0,0.0,12.0,1,C13461,2105.898309,569.815997,1031.776402
1.0,1440.48,1440.48,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1800.0,0.0,12.0,0,C15483,886.65747,309.644014,291.857209
1.0,0.0,0.0,0.0,180.783929,0.0,0.0,0.0,0.083333,1.0,0.0,1800.0,0.0,12.0,1,C14822,1241.025652,842.814061,405.72085
0.909091,413.0,333.0,80.0,1819.479671,0.454545,0.181818,0.272727,0.181818,8.0,7.0,2000.0,0.0,11.0,1,C11515,1818.447016,757.096312,1588.275968
0.636364,141.12,0.0,141.12,0.0,0.583333,0.0,0.5,0.0,0.0,7.0,5000.0,0.166667,12.0,1,C17336,11.250371,94.386204,89.013323
0.454545,2858.26,1027.72,1830.54,0.0,1.0,0.75,1.0,0.0,0.0,40.0,7500.0,0.3,12.0,0,C11529,39.761286,3327.955123,71.20589
1.0,1004.9,1004.9,0.0,0.0,0.583333,0.583333,0.0,0.0,0.0,10.0,2500.0,0.0,12.0,1,C15140,1793.970596,2697.139893,466.169801
